image,has_defect,class,x_center,y_center,width,height,orig_path
kos11_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part0.jpg
kos11_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part1.jpg
kos11_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part2.jpg
kos11_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part3.jpg
kos11_Part4.jpg,1,0,0.61328125,0.4440104166666667,0.1640625,0.018229166666666668,kos11\Part4.jpg
kos11_Part4.jpg,1,0,0.5130208333333334,0.4388020833333333,0.020833333333333332,0.0078125,kos11\Part4.jpg
kos11_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part5.jpg
kos11_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part6.jpg
kos11_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos11\Part7.jpg
kos12_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part0.jpg
kos12_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part1.jpg
kos12_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part2.jpg
kos12_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part3.jpg
kos12_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part4.jpg
kos12_Part5.jpg,1,0,0.6614583333333334,0.7135416666666666,0.06770833333333333,0.026041666666666668,kos12\Part5.jpg
kos12_Part5.jpg,1,0,0.5989583333333334,0.6888020833333334,0.052083333333333336,0.0234375,kos12\Part5.jpg
kos12_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part6.jpg
kos12_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos12\Part7.jpg
kos13_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part0.jpg
kos13_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part1.jpg
kos13_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part2.jpg
kos13_Part3.jpg,1,0,0.625,0.4427083333333333,0.14583333333333334,0.026041666666666668,kos13\Part3.jpg
kos13_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part4.jpg
kos13_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part5.jpg
kos13_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part6.jpg
kos13_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos13\Part7.jpg
kos14_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part0.jpg
kos14_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part1.jpg
kos14_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part2.jpg
kos14_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part3.jpg
kos14_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part4.jpg
kos14_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part5.jpg
kos14_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos14\Part6.jpg
kos14_Part7.jpg,1,0,0.4375,0.75,0.125,0.09375,kos14\Part7.jpg
kos15_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part0.jpg
kos15_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part1.jpg
kos15_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part2.jpg
kos15_Part3.jpg,1,0,0.59765625,0.7018229166666666,0.20052083333333334,0.0859375,kos15\Part3.jpg
kos15_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part4.jpg
kos15_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part5.jpg
kos15_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part6.jpg
kos15_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos15\Part7.jpg
kos16_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part0.jpg
kos16_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part1.jpg
kos16_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part2.jpg
kos16_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part3.jpg
kos16_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part4.jpg
kos16_Part5.jpg,1,0,0.60546875,0.5143229166666666,0.18489583333333334,0.06510416666666667,kos16\Part5.jpg
kos16_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part6.jpg
kos16_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos16\Part7.jpg
kos17_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part0.jpg
kos17_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part1.jpg
kos17_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part2.jpg
kos17_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part3.jpg
kos17_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part4.jpg
kos17_Part5.jpg,1,0,0.41015625,0.4583333333333333,0.0026041666666666665,0.005208333333333333,kos17\Part5.jpg
kos17_Part5.jpg,1,0,0.4205729166666667,0.4544270833333333,0.0026041666666666665,0.0026041666666666665,kos17\Part5.jpg
kos17_Part5.jpg,1,0,0.4114583333333333,0.4518229166666667,0.005208333333333333,0.0026041666666666665,kos17\Part5.jpg
kos17_Part5.jpg,1,0,0.5677083333333334,0.44140625,0.2604166666666667,0.028645833333333332,kos17\Part5.jpg
kos17_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part6.jpg
kos17_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos17\Part7.jpg
kos18_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part0.jpg
kos18_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part1.jpg
kos18_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part2.jpg
kos18_Part3.jpg,1,0,0.62109375,0.4817708333333333,0.15364583333333334,0.03125,kos18\Part3.jpg
kos18_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part4.jpg
kos18_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part5.jpg
kos18_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part6.jpg
kos18_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos18\Part7.jpg
kos19_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part0.jpg
kos19_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part1.jpg
kos19_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part2.jpg
kos19_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part3.jpg
kos19_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part4.jpg
kos19_Part5.jpg,1,0,0.5703125,0.4973958333333333,0.2552083333333333,0.07291666666666667,kos19\Part5.jpg
kos19_Part5.jpg,1,0,0.3932291666666667,0.4596354166666667,0.010416666666666666,0.0026041666666666665,kos19\Part5.jpg
kos19_Part5.jpg,1,0,0.4192708333333333,0.4596354166666667,0.036458333333333336,0.0078125,kos19\Part5.jpg
kos19_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part6.jpg
kos19_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos19\Part7.jpg
kos20_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part0.jpg
kos20_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part1.jpg
kos20_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part2.jpg
kos20_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part3.jpg
kos20_Part4.jpg,1,0,0.50390625,0.4713541666666667,0.13802083333333334,0.010416666666666666,kos20\Part4.jpg
kos20_Part4.jpg,1,0,0.6315104166666666,0.43359375,0.1328125,0.0703125,kos20\Part4.jpg
kos20_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part5.jpg
kos20_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part6.jpg
kos20_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos20\Part7.jpg
kos21_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part0.jpg
kos21_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part1.jpg
kos21_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part2.jpg
kos21_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part3.jpg
kos21_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part4.jpg
kos21_Part5.jpg,1,0,0.5794270833333334,0.4739583333333333,0.23697916666666666,0.052083333333333336,kos21\Part5.jpg
kos21_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos21\Part6.jpg
kos22_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part0.jpg
kos22_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part1.jpg
kos22_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part2.jpg
kos22_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part3.jpg
kos22_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part4.jpg
kos22_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part5.jpg
kos22_Part6.jpg,1,0,0.6015625,0.5182291666666666,0.19270833333333334,0.046875,kos22\Part6.jpg
kos22_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos22\Part7.jpg
kos23_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part0.jpg
kos23_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part1.jpg
kos23_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part2.jpg
kos23_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part3.jpg
kos23_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part4.jpg
kos23_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part5.jpg
kos23_Part6.jpg,1,0,0.5703125,0.5494791666666666,0.2552083333333333,0.036458333333333336,kos23\Part6.jpg
kos23_Part6.jpg,1,0,0.4309895833333333,0.53515625,0.013020833333333334,0.0078125,kos23\Part6.jpg
kos23_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos23\Part7.jpg
kos24_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part0.jpg
kos24_Part1.jpg,1,0,0.5559895833333334,0.4479166666666667,0.018229166666666668,0.010416666666666666,kos24\Part1.jpg
kos24_Part1.jpg,1,0,0.6354166666666666,0.4505208333333333,0.125,0.020833333333333332,kos24\Part1.jpg
kos24_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part2.jpg
kos24_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part3.jpg
kos24_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part4.jpg
kos24_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part5.jpg
kos24_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part6.jpg
kos24_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos24\Part7.jpg
kos25_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part0.jpg
kos25_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part1.jpg
kos25_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part2.jpg
kos25_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part3.jpg
kos25_Part4.jpg,1,0,0.5755208333333334,0.4895833333333333,0.24479166666666666,0.052083333333333336,kos25\Part4.jpg
kos25_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part5.jpg
kos25_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part6.jpg
kos25_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos25\Part7.jpg
kos26_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part0.jpg
kos26_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part1.jpg
kos26_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part2.jpg
kos26_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part3.jpg
kos26_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part4.jpg
kos26_Part5.jpg,1,0,0.578125,0.46875,0.19791666666666666,0.036458333333333336,kos26\Part5.jpg
kos26_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part6.jpg
kos26_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos26\Part7.jpg
kos27_Part0.jpg,1,0,0.6015625,0.4622395833333333,0.19270833333333334,0.044270833333333336,kos27\Part0.jpg
kos27_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part1.jpg
kos27_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part2.jpg
kos27_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part3.jpg
kos27_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part4.jpg
kos27_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part5.jpg
kos27_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part6.jpg
kos27_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos27\Part7.jpg
kos28_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part0.jpg
kos28_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part1.jpg
kos28_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part2.jpg
kos28_Part3.jpg,1,0,0.4283854166666667,0.49609375,0.0026041666666666665,0.0026041666666666665,kos28\Part3.jpg
kos28_Part3.jpg,1,0,0.4075520833333333,0.4908854166666667,0.033854166666666664,0.0078125,kos28\Part3.jpg
kos28_Part3.jpg,1,0,0.56640625,0.4921875,0.2682291666666667,0.06770833333333333,kos28\Part3.jpg
kos28_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part4.jpg
kos28_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part5.jpg
kos28_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part6.jpg
kos28_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos28\Part7.jpg
kos29_Part0.jpg,1,0,0.5638020833333334,0.5989583333333334,0.2682291666666667,0.10416666666666667,kos29\Part0.jpg
kos29_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part1.jpg
kos29_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part2.jpg
kos29_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part3.jpg
kos29_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part4.jpg
kos29_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part5.jpg
kos29_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part6.jpg
kos29_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos29\Part7.jpg
kos30_Part0.jpg,1,0,0.6171875,0.62890625,0.16145833333333334,0.028645833333333332,kos30\Part0.jpg
kos30_Part0.jpg,1,0,0.4921875,0.6197916666666666,0.08333333333333333,0.020833333333333332,kos30\Part0.jpg
kos30_Part1.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part1.jpg
kos30_Part2.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part2.jpg
kos30_Part3.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part3.jpg
kos30_Part4.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part4.jpg
kos30_Part5.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part5.jpg
kos30_Part6.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part6.jpg
kos30_Part7.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos30\Part7.jpg
kos31_Part0.jpg,0,-1,-1.0,-1.0,-1.0,-1.0,kos31\Part0.jpg
kos31_Part1.jpg,1,0,0.5559895833333334,0.5078125,0.2890625,0.03125,kos31\Part1.jpg
